# Data taken from https://www.pokewiki.de/
german,path,rn,generation,color,english,ep_to_100,gender,size,types,weight,attack,speed,hp,attack_special,defense_special,defense
Kabuto,https://www.pokewiki.de/Kabuto,140,1. Generation‍,Braun,Kabuto,1.000.000,"87,5% ♂ 12,5% ♀","0,5 m",Gestein Wasser,"11,5 kg",80,55,30,55,45,90
Kabutops,https://www.pokewiki.de/Kabutops,141,1. Generation‍,Braun,Kabutops,1.000.000,"87,5% ♂ 12,5% ♀","1,3 m",Gestein Wasser,"40,5 kg",115,80,60,65,70,105
Aerodactyl,https://www.pokewiki.de/Aerodactyl,142,1. Generation‍,Violett,Aerodactyl,1.250.000,"87,5% ♂ 12,5% ♀","1,8 m 2,1 m (Mega)",Gestein Flug,"59,0 kg 79,0 kg (Mega)",105,130,80,60,75,65
Relaxo,https://www.pokewiki.de/Relaxo,143,1. Generation‍,Schwarz,Snorlax,1.250.000,"87,5% ♂ 12,5% ♀","2,1 m",Normal,"460,0 kg",110,30,160,65,110,65
Arktos,https://www.pokewiki.de/Arktos,144,1. Generation‍,Blau,Articuno,1.250.000,—,"1,7 m",Eis Flug,"55,4 kg",85,85,90,95,125,100
Zapdos,https://www.pokewiki.de/Zapdos,145,1. Generation‍,Gelb,Zapdos,1.250.000,—,"1,6 m",Elektro Flug,"52,6 kg",90,100,90,125,90,85
Lavados,https://www.pokewiki.de/Lavados,146,1. Generation‍,Gelb,Moltres,1.250.000,—,"2,0 m",Feuer Flug,"60,0 kg",100,90,90,125,85,90
Dratini,https://www.pokewiki.de/Dratini,147,1. Generation‍,Blau,Dratini,1.250.000,50% ♂ 50% ♀,"1,8 m",Drache,"3,3 kg",64,50,41,50,50,45
Dragonir,https://www.pokewiki.de/Dragonir,148,1. Generation‍,Blau,Dragonair,1.250.000,50% ♂ 50% ♀,"4,0 m",Drache,"16,5 kg",84,70,61,70,70,65
Dragoran,https://www.pokewiki.de/Dragoran,149,1. Generation‍,Braun,Dragonite,1.250.000,50% ♂ 50% ♀,"2,2 m",Drache Flug,"210,0 kg",134,80,91,100,100,95
Mewtu,https://www.pokewiki.de/Mewtu,150,1. Generation‍,Violett,Mewtwo,1.250.000,—,"2,0 m 2,3 m (Mega X)1,5 m (Mega Y)",Psycho   Psycho Kampf (Mega X),"122,0 kg 127,0 kg (Mega X)33,0 kg (Mega Y)",110,130,106,154,90,90
Mew,https://www.pokewiki.de/Mew,151,1. Generation‍,Rosa,Mew,1.059.860,—,"0,4 m",Psycho,"4,0 kg",100,100,100,100,100,100
Endivie,https://www.pokewiki.de/Endivie,152,2. Generation‍,Grün,Chikorita,1.059.860,"87,5% ♂ 12,5% ♀","0,9 m",Pflanze,"6,4 kg",49,45,45,49,65,65
Lorblatt,https://www.pokewiki.de/Lorblatt,153,2. Generation‍,Grün,Bayleef,1.059.860,"87,5% ♂ 12,5% ♀","1,2 m",Pflanze,"15,8 kg",62,60,60,63,80,80
Meganie,https://www.pokewiki.de/Meganie,154,2. Generation‍,Grün,Meganium,1.059.860,"87,5% ♂ 12,5% ♀","1,8 m",Pflanze,"100,5 kg",82,80,80,83,100,100
Feurigel,https://www.pokewiki.de/Feurigel,155,2. Generation‍,Gelb,Cyndaquil,1.059.860,"87,5% ♂ 12,5% ♀","0,5 m",Feuer,"7,9 kg",52,65,39,60,50,43
Igelavar,https://www.pokewiki.de/Igelavar,156,2. Generation‍,Gelb,Quilava,1.059.860,"87,5% ♂ 12,5% ♀","0,9 m",Feuer,"19,0 kg",64,80,58,80,65,58
Tornupto,https://www.pokewiki.de/Tornupto,157,2. Generation‍,Gelb,Typhlosion,1.059.860,"87,5% ♂ 12,5% ♀","1,7 m",Feuer,"79,5 kg",84,100,78,109,85,78
Karnimani,https://www.pokewiki.de/Karnimani,158,2. Generation‍,Blau,Totodile,1.059.860,"87,5% ♂ 12,5% ♀","0,6 m",Wasser,"9,5 kg",65,43,50,44,48,64
Tyracroc,https://www.pokewiki.de/Tyracroc,159,2. Generation‍,Blau,Croconaw,1.059.860,"87,5% ♂ 12,5% ♀","1,1 m",Wasser,"25,0 kg",80,58,65,59,63,80
Impergator,https://www.pokewiki.de/Impergator,160,2. Generation‍,Blau,Feraligatr,1.059.860,"87,5% ♂ 12,5% ♀","2,3 m",Wasser,"88,8 kg",105,78,85,79,83,100
Wiesor,https://www.pokewiki.de/Wiesor,161,2. Generation‍,Braun,Sentret,1.000.000,50% ♂ 50% ♀,"0,8 m",Normal,"6,0 kg",46,20,35,35,45,34
Wiesenior,https://www.pokewiki.de/Wiesenior,162,2. Generation‍,Braun,Furret,1.000.000,50% ♂ 50% ♀,"1,8 m",Normal,"32,5 kg",76,90,85,45,55,64
Hoothoot,https://www.pokewiki.de/Hoothoot,163,2. Generation‍,Braun,Hoothoot,1.000.000,50% ♂ 50% ♀,"0,7 m",Normal Flug,"21,2 kg",30,50,60,36,56,30
Noctuh,https://www.pokewiki.de/Noctuh,164,2. Generation‍,Braun,Noctowl,1.000.000,50% ♂ 50% ♀,"1,6 m",Normal Flug,"40,8 kg",50,70,100,86,96,50
Ledyba,https://www.pokewiki.de/Ledyba,165,2. Generation‍,Rot,Ledyba,800.000,50% ♂ 50% ♀,"1,0 m",Käfer Flug,"10,8 kg",20,55,40,40,80,30
Ledian,https://www.pokewiki.de/Ledian,166,2. Generation‍,Rot,Ledian,800.000,50% ♂ 50% ♀,"1,4 m",Käfer Flug,"35,6 kg",35,85,55,55,110,50
Webarak,https://www.pokewiki.de/Webarak,167,2. Generation‍,Grün,Spinarak,800.000,50% ♂ 50% ♀,"0,5 m",Käfer Gift,"8,5 kg",60,30,40,40,40,40
Ariados,https://www.pokewiki.de/Ariados,168,2. Generation‍,Rot,Ariados,800.000,50% ♂ 50% ♀,"1,1 m",Käfer Gift,"33,5 kg",90,40,70,60,70,70
Iksbat,https://www.pokewiki.de/Iksbat,169,2. Generation‍,Violett,Crobat,1.000.000,50% ♂ 50% ♀,"1,8 m",Gift Flug,"75,0 kg",90,130,85,70,80,80
Lampi,https://www.pokewiki.de/Lampi,170,2. Generation‍,Blau,Chinchou,1.250.000,50% ♂ 50% ♀,"0,5 m",Wasser Elektro,"12,0 kg",38,67,75,56,56,38
Lanturn,https://www.pokewiki.de/Lanturn,171,2. Generation‍,Blau,Lanturn,1.250.000,50% ♂ 50% ♀,"1,2 m",Wasser Elektro,"22,5 kg",58,67,125,76,76,58
Pichu,https://www.pokewiki.de/Pichu,172,2. Generation‍,Gelb,Pichu,1.000.000,50% ♂ 50% ♀,"0,3 m",Elektro,"2,0 kg",40,60,20,35,35,15
Pii,https://www.pokewiki.de/Pii,173,2. Generation‍,Rosa,Cleffa,800.000,25% ♂ 75% ♀,"0,3 m",Fee,"3,0 kg",25,15,50,45,55,28
Fluffeluff,https://www.pokewiki.de/Fluffeluff,174,2. Generation‍,Rosa,Igglybuff,800.000,25% ♂ 75% ♀,"0,3 m",Normal Fee,"1,0 kg",30,15,90,40,20,15
Togepi,https://www.pokewiki.de/Togepi,175,2. Generation‍,Weiß,Togepi,800.000,"87,5% ♂ 12,5% ♀","0,3 m",Fee,"1,5 kg",20,20,35,40,65,65
Togetic,https://www.pokewiki.de/Togetic,176,2. Generation‍,Weiß,Togetic,800.000,"87,5% ♂ 12,5% ♀","0,6 m",Fee Flug,"3,2 kg",40,40,55,80,105,85
Natu,https://www.pokewiki.de/Natu,177,2. Generation‍,Grün,Natu,1.000.000,50% ♂ 50% ♀,"0,2 m",Psycho Flug,"2,0 kg",50,70,40,70,45,45
Xatu,https://www.pokewiki.de/Xatu,178,2. Generation‍,Grün,Xatu,1.000.000,50% ♂ 50% ♀,"1,5 m",Psycho Flug,"15,0 kg",75,95,65,95,70,70
Voltilamm,https://www.pokewiki.de/Voltilamm,179,2. Generation‍,Weiß,Mareep,1.059.860,50% ♂ 50% ♀,"0,6 m",Elektro,"7,8 kg",40,35,55,65,45,40
Waaty,https://www.pokewiki.de/Waaty,180,2. Generation‍,Rosa,Flaaffy,1.059.860,50% ♂ 50% ♀,"0,8 m",Elektro,"13,3 kg",55,45,70,80,60,55
Ampharos,https://www.pokewiki.de/Ampharos,181,2. Generation‍,Gelb,Ampharos,1.059.860,50% ♂ 50% ♀,"1,4 m",Elektro   Elektro Drache (Mega),"61,5 kg",75,55,90,115,90,85
Blubella,https://www.pokewiki.de/Blubella,182,2. Generation‍,Grün,Bellossom,1.059.860,50% ♂ 50% ♀,"0,4 m",Pflanze,"5,8 kg",80,50,75,90,100,95
Marill,https://www.pokewiki.de/Marill,183,2. Generation‍,Blau,Marill,800.000,50% ♂ 50% ♀,"0,4 m",Wasser Fee,"8,5 kg",20,40,70,20,50,50
Azumarill,https://www.pokewiki.de/Azumarill,184,2. Generation‍,Blau,Azumarill,800.000,50% ♂ 50% ♀,"0,8 m",Wasser Fee,"28,5 kg",50,50,100,60,80,80
Mogelbaum,https://www.pokewiki.de/Mogelbaum,185,2. Generation‍,Braun,Sudowoodo,1.000.000,50% ♂ 50% ♀,"1,2 m",Gestein,"38,0 kg",100,30,70,30,65,115
Quaxo,https://www.pokewiki.de/Quaxo,186,2. Generation‍,Grün,Politoed,1.059.860,50% ♂ 50% ♀,"1,1 m",Wasser,"33,9 kg",75,70,90,90,100,75
Hoppspross,https://www.pokewiki.de/Hoppspross,187,2. Generation‍,Rosa,Hoppip,1.059.860,50% ♂ 50% ♀,"0,4 m",Pflanze Flug,"0,5 kg",35,50,35,35,55,40
Hubelupf,https://www.pokewiki.de/Hubelupf,188,2. Generation‍,Grün,Skiploom,1.059.860,50% ♂ 50% ♀,"0,6 m",Pflanze Flug,"1,0 kg",45,80,55,45,65,50
Papungha,https://www.pokewiki.de/Papungha,189,2. Generation‍,Blau,Jumpluff,1.059.860,50% ♂ 50% ♀,"0,8 m",Pflanze Flug,"3,0 kg",55,110,75,55,95,70
Griffel,https://www.pokewiki.de/Griffel,190,2. Generation‍,Violett,Aipom,800.000,50% ♂ 50% ♀,"0,8 m",Normal,"11,5 kg",70,85,55,40,55,55
Sonnkern,https://www.pokewiki.de/Sonnkern,191,2. Generation‍,Gelb,Sunkern,1.059.860,50% ♂ 50% ♀,"0,3 m",Pflanze,"1,8 kg",30,30,30,30,30,30
Sonnflora,https://www.pokewiki.de/Sonnflora,192,2. Generation‍,Gelb,Sunflora,1.059.860,50% ♂ 50% ♀,"0,8 m",Pflanze,"8,5 kg",75,30,75,105,85,55
Yanma,https://www.pokewiki.de/Yanma,193,2. Generation‍,Rot,Yanma,1.000.000,50% ♂ 50% ♀,"1,2 m",Käfer Flug,"38,0 kg",65,95,65,75,45,45
Felino,https://www.pokewiki.de/Felino,194,2. Generation‍,Blau,Wooper,1.000.000,50% ♂ 50% ♀,"0,4 m",Wasser Boden,"8,5 kg",45,15,55,25,25,45
Morlord,https://www.pokewiki.de/Morlord,195,2. Generation‍,Blau,Quagsire,1.000.000,50% ♂ 50% ♀,"1,4 m",Wasser Boden,"75,0 kg",85,35,95,65,65,85
Psiana,https://www.pokewiki.de/Psiana,196,2. Generation‍,Violett,Espeon,1.000.000,"87,5% ♂ 12,5% ♀","0,9 m",Psycho,"26,5 kg",65,110,65,130,95,60
Nachtara,https://www.pokewiki.de/Nachtara,197,2. Generation‍,Schwarz,Umbreon,1.000.000,"87,5% ♂ 12,5% ♀","1,0 m",Unlicht,"27,0 kg",65,65,95,60,130,110
Kramurx,https://www.pokewiki.de/Kramurx,198,2. Generation‍,Schwarz,Murkrow,1.059.860,50% ♂ 50% ♀,"0,5 m",Unlicht Flug,"2,1 kg",85,91,60,85,42,42
Laschoking,https://www.pokewiki.de/Laschoking,199,2. Generation‍,Rosa,Slowking,1.000.000,50% ♂ 50% ♀,"2,0 m",Wasser Psycho,"79,5 kg",75,30,95,100,110,80
Traunfugil,https://www.pokewiki.de/Traunfugil,200,2. Generation‍,Grau,Misdreavus,800.000,50% ♂ 50% ♀,"0,7 m",Geist,"1,0 kg",60,85,60,85,85,60
Icognito,https://www.pokewiki.de/Icognito,201,2. Generation‍,Schwarz,Unown,1.000.000,—,"0,5 m",Psycho,"5,0 kg",72,48,48,72,48,48
Woingenau,https://www.pokewiki.de/Woingenau,202,2. Generation‍,Blau,Wobbuffet,1.000.000,50% ♂ 50% ♀,"1,3 m",Psycho,"28,5 kg",33,33,190,33,58,58
Girafarig,https://www.pokewiki.de/Girafarig,203,2. Generation‍,Gelb,Girafarig,1.000.000,50% ♂ 50% ♀,"1,5 m",Normal Psycho,"41,5 kg",80,85,70,90,65,65
Tannza,https://www.pokewiki.de/Tannza,204,2. Generation‍,Grau,Pineco,1.000.000,50% ♂ 50% ♀,"0,6 m",Käfer,"7,2 kg",65,15,50,35,35,90
Forstellka,https://www.pokewiki.de/Forstellka,205,2. Generation‍,Violett,Forretress,1.000.000,50% ♂ 50% ♀,"1,2 m",Käfer Stahl,"125,8 kg",90,40,75,60,60,140
Dummisel,https://www.pokewiki.de/Dummisel,206,2. Generation‍,Gelb,Dunsparce,1.000.000,50% ♂ 50% ♀,"1,5 m",Normal,"14,0 kg",70,45,100,65,65,70
Skorgla,https://www.pokewiki.de/Skorgla,207,2. Generation‍,Violett,Gligar,1.059.860,50% ♂ 50% ♀,"1,1 m",Boden Flug,"64,8 kg",75,85,65,35,65,105
Stahlos,https://www.pokewiki.de/Stahlos,208,2. Generation‍,Grau,Steelix,1.000.000,50% ♂ 50% ♀,"9,2 m10,5 m (Mega)",Stahl Boden,"400,0 kg740,0 kg (Mega)",85,30,75,55,65,200
Snubbull,https://www.pokewiki.de/Snubbull,209,2. Generation‍,Rosa,Snubbull,800.000,25% ♂ 75% ♀,"0,6 m",Fee,"7,8 kg",80,30,60,40,40,50
Granbull,https://www.pokewiki.de/Granbull,210,2. Generation‍,Violett,Granbull,800.000,25% ♂ 75% ♀,"1,4 m",Fee,"48,7 kg",120,45,90,60,60,75
Baldorfish,https://www.pokewiki.de/Baldorfish,211,2. Generation‍,Grau,Qwilfish,1.000.000,50% ♂ 50% ♀,"0,5 m",Wasser Gift,"3,9 kg",95,85,65,55,55,85
Scherox,https://www.pokewiki.de/Scherox,212,2. Generation‍,Rot,Scizor,1.000.000,50% ♂ 50% ♀,"1,8 m 2,0 m (Mega)",Käfer Stahl,"118,0 kg 125,0 kg (Mega)",130,65,70,55,80,100
Pottrott,https://www.pokewiki.de/Pottrott,213,2. Generation‍,Gelb,Shuckle,1.059.860,50% ♂ 50% ♀,"0,6 m",Käfer Gestein,"20,5 kg",10,5,20,10,230,230
Skaraborn,https://www.pokewiki.de/Skaraborn,214,2. Generation‍,Blau,Heracross,1.250.000,50% ♂ 50% ♀,"1,5 m 1,7 m (Mega)",Käfer Kampf,"54,0 kg 62,5 kg (Mega)",125,85,80,40,95,75
Sniebel,https://www.pokewiki.de/Sniebel,215,2. Generation‍,Schwarz,Sneasel,1.059.860,50% ♂ 50% ♀,"0,9 m",Unlicht Eis,"28,0 kg",95,115,55,35,75,55
Teddiursa,https://www.pokewiki.de/Teddiursa,216,2. Generation‍,Braun,Teddiursa,1.000.000,50% ♂ 50% ♀,"0,6 m",Normal,"8,8 kg",80,40,60,50,50,50
Ursaring,https://www.pokewiki.de/Ursaring,217,2. Generation‍,Braun,Ursaring,1.000.000,50% ♂ 50% ♀,"1,8 m",Normal,"125,8 kg",130,55,90,75,75,75
Schneckmag,https://www.pokewiki.de/Schneckmag,218,2. Generation‍,Rot,Slugma,1.000.000,50% ♂ 50% ♀,"0,7 m",Feuer,"35,0 kg",40,20,40,70,40,40
Magcargo,https://www.pokewiki.de/Magcargo,219,2. Generation‍,Rot,Magcargo,1.000.000,50% ♂ 50% ♀,"0,8 m",Feuer Gestein,"55,0 kg",50,30,60,90,80,120
Quiekel,https://www.pokewiki.de/Quiekel,220,2. Generation‍,Braun,Swinub,1.250.000,50% ♂ 50% ♀,"0,4 m",Eis Boden,"6,5 kg",50,50,50,30,30,40
Keifel,https://www.pokewiki.de/Keifel,221,2. Generation‍,Braun,Piloswine,1.250.000,50% ♂ 50% ♀,"1,1 m",Eis Boden,"55,8 kg",100,50,100,60,60,80
Corasonn,https://www.pokewiki.de/Corasonn,222,2. Generation‍,Rosa,Corsola,800.000,25% ♂ 75% ♀,"0,6 m",Wasser Gestein,"5,0 kg",55,35,65,65,95,95
Remoraid,https://www.pokewiki.de/Remoraid,223,2. Generation‍,Grau,Remoraid,1.000.000,50% ♂ 50% ♀,"0,6 m",Wasser,"12,0 kg",65,65,35,65,35,35
Octillery,https://www.pokewiki.de/Octillery,224,2. Generation‍,Rot,Octillery,1.000.000,50% ♂ 50% ♀,"0,9 m",Wasser,"28,5 kg",105,45,75,105,75,75
Botogel,https://www.pokewiki.de/Botogel,225,2. Generation‍,Rot,Delibird,800.000,50% ♂ 50% ♀,"0,9 m",Eis Flug,"16,0 kg",55,75,45,65,45,45
Mantax,https://www.pokewiki.de/Mantax,226,2. Generation‍,Violett,Mantine,1.250.000,50% ♂ 50% ♀,"2,1 m",Wasser Flug,"220,0 kg",40,70,85,80,140,70
Panzaeron,https://www.pokewiki.de/Panzaeron,227,2. Generation‍,Grau,Skarmory,1.250.000,50% ♂ 50% ♀,"1,7 m",Stahl Flug,"50,5 kg",80,70,65,40,70,140
Hunduster,https://www.pokewiki.de/Hunduster,228,2. Generation‍,Schwarz,Houndour,1.250.000,50% ♂ 50% ♀,"0,6 m",Unlicht Feuer,"10,8 kg",60,65,45,80,50,30
Hundemon,https://www.pokewiki.de/Hundemon,229,2. Generation‍,Schwarz,Houndoom,1.250.000,50% ♂ 50% ♀,"1,4 m 1,9 m (Mega)",Unlicht Feuer,"35,0 kg 49,5 kg (Mega)",90,95,75,110,80,50
Seedraking,https://www.pokewiki.de/Seedraking,230,2. Generation‍,Blau,Kingdra,1.000.000,50% ♂ 50% ♀,"1,8 m",Wasser Drache,"152,0 kg",95,85,75,95,95,95
Phanpy,https://www.pokewiki.de/Phanpy,231,2. Generation‍,Blau,Phanpy,1.000.000,50% ♂ 50% ♀,"0,5 m",Boden,"33,5 kg",60,40,90,40,40,60
Donphan,https://www.pokewiki.de/Donphan,232,2. Generation‍,Grau,Donphan,1.000.000,50% ♂ 50% ♀,"1,1 m",Boden,"120,0 kg",120,50,90,60,60,120
Porygon2,https://www.pokewiki.de/Porygon2,233,2. Generation‍,Rot,Porygon2,1.000.000,—,"0,6 m",Normal,"32,5 kg",80,60,85,105,95,90
Damhirplex,https://www.pokewiki.de/Damhirplex,234,2. Generation‍,Braun,Stantler,1.250.000,50% ♂ 50% ♀,"1,4 m",Normal,"71,2 kg",95,85,73,85,65,62
Farbeagle,https://www.pokewiki.de/Farbeagle,235,2. Generation‍,Weiß,Smeargle,800.000,50% ♂ 50% ♀,"1,2 m",Normal,"58,0 kg",20,75,55,20,45,35
Rabauz,https://www.pokewiki.de/Rabauz,236,2. Generation‍,Violett,Tyrogue,1.000.000,100% ♂,"0,7 m",Kampf,"21,0 kg",35,35,35,35,35,35
Kapoera,https://www.pokewiki.de/Kapoera,237,2. Generation‍,Braun,Hitmontop,1.000.000,100% ♂,"1,4 m",Kampf,"48,0 kg",95,70,50,35,110,95
Kussilla,https://www.pokewiki.de/Kussilla,238,2. Generation‍,Rosa,Smoochum,1.000.000,100% ♀,"0,4 m",Eis Psycho,"6,0 kg",30,65,45,85,65,15
Elekid,https://www.pokewiki.de/Elekid,239,2. Generation‍,Gelb,Elekid,1.000.000,75% ♂ 25% ♀,"0,6 m",Elektro,"23,5 kg",63,95,45,65,55,37
Magby,https://www.pokewiki.de/Magby,240,2. Generation‍,Rot,Magby,1.000.000,75% ♂ 25% ♀,"0,7 m",Feuer,"21,4 kg",75,83,45,70,55,37
Miltank,https://www.pokewiki.de/Miltank,241,2. Generation‍,Rosa,Miltank,1.250.000,100% ♀,"1,2 m",Normal,"75,5 kg",80,100,95,40,70,105
Heiteira,https://www.pokewiki.de/Heiteira,242,2. Generation‍,Rosa,Blissey,800.000,100% ♀,"1,5 m",Normal,"46,8 kg",10,55,255,75,135,10
Raikou,https://www.pokewiki.de/Raikou,243,2. Generation‍,Gelb,Raikou,1.250.000,—,"1,9 m",Elektro,"178,0 kg",85,115,90,115,100,75
Entei,https://www.pokewiki.de/Entei,244,2. Generation‍,Braun,Entei,1.250.000,—,"2,1 m",Feuer,"198,0 kg",115,100,115,90,75,85
Suicune,https://www.pokewiki.de/Suicune,245,2. Generation‍,Blau,Suicune,1.250.000,—,"2,0 m",Wasser,"187,0 kg",75,85,100,90,115,115
Larvitar,https://www.pokewiki.de/Larvitar,246,2. Generation‍,Grün,Larvitar,1.250.000,50% ♂ 50% ♀,"0,6 m",Gestein Boden,"72,0 kg",64,41,50,45,50,50
Pupitar,https://www.pokewiki.de/Pupitar,247,2. Generation‍,Grau,Pupitar,1.250.000,50% ♂ 50% ♀,"1,2 m",Gestein Boden,"152,0 kg",84,51,70,65,70,70
Despotar,https://www.pokewiki.de/Despotar,248,2. Generation‍,Grün,Tyranitar,1.250.000,50% ♂ 50% ♀,"2,0 m 2,5 m (Mega)",Gestein Unlicht,"202,0 kg 255,0 kg (Mega)",134,61,100,95,100,110
Lugia,https://www.pokewiki.de/Lugia,249,2. Generation‍,Weiß,Lugia,1.250.000,—,"5,2 m",Psycho Flug,"216,0 kg",90,110,106,90,154,130
Ho-Oh,https://www.pokewiki.de/Ho-Oh,250,2. Generation‍,Rot,Ho-Oh,1.250.000,—,"3,8 m",Feuer Flug,"199,0 kg",130,90,106,110,154,90
Celebi,https://www.pokewiki.de/Celebi,251,2. Generation‍,Grün,Celebi,1.059.860,—,"0,6 m",Psycho Pflanze,"5,0 kg",100,100,100,100,100,100
Geckarbor,https://www.pokewiki.de/Geckarbor,252,3. Generation‍,Grün,Treecko,1.059.860,"87,5% ♂ 12,5% ♀","0,5 m",Pflanze,"5,0 kg",45,70,40,65,55,35
Reptain,https://www.pokewiki.de/Reptain,253,3. Generation‍,Grün,Grovyle,1.059.860,"87,5% ♂ 12,5% ♀","0,9 m",Pflanze,"21,6 kg",65,95,50,85,65,45
Gewaldro,https://www.pokewiki.de/Gewaldro,254,3. Generation‍,Grün,Sceptile,1.059.860,"87,5% ♂ 12,5% ♀","1,7 m1,9 m (Mega)",Pflanze   Pflanze Drache (Mega),"52,2 kg55,2 kg (Mega)",85,120,70,105,85,65
Flemmli,https://www.pokewiki.de/Flemmli,255,3. Generation‍,Rot,Torchic,1.059.860,"87,5% ♂ 12,5% ♀","0,4 m",Feuer,"2,5 kg",60,45,45,70,50,40
Jungglut,https://www.pokewiki.de/Jungglut,256,3. Generation‍,Rot,Combusken,1.059.860,"87,5% ♂ 12,5% ♀","0,9 m",Feuer Kampf,"19,5 kg",85,55,60,85,60,60
Lohgock,https://www.pokewiki.de/Lohgock,257,3. Generation‍,Rot,Blaziken,1.059.860,"87,5% ♂ 12,5% ♀","1,9 m",Feuer Kampf,"52,0 kg",120,80,80,110,70,70
Hydropi,https://www.pokewiki.de/Hydropi,258,3. Generation‍,Blau,Mudkip,1.059.860,"87,5% ♂ 12,5% ♀","0,4 m",Wasser,"7,6 kg",70,40,50,50,50,50
Moorabbel,https://www.pokewiki.de/Moorabbel,259,3. Generation‍,Blau,Marshtomp,1.059.860,"87,5% ♂ 12,5% ♀","0,7 m",Wasser Boden,"28,0 kg",85,50,70,60,70,70
Sumpex,https://www.pokewiki.de/Sumpex,260,3. Generation‍,Blau,Swampert,1.059.860,"87,5% ♂ 12,5% ♀","1,5 m1,9 m (Mega)",Wasser Boden,"81,9 kg102,0 kg (Mega)",110,60,100,85,90,90
Fiffyen,https://www.pokewiki.de/Fiffyen,261,3. Generation‍,Grau,Poochyena,1.000.000,50% ♂ 50% ♀,"0,5 m",Unlicht,"13,6 kg",55,35,35,30,30,35
Magnayen,https://www.pokewiki.de/Magnayen,262,3. Generation‍,Grau,Mightyena,1.000.000,50% ♂ 50% ♀,"1,0 m",Unlicht,"37,0 kg",90,70,70,60,60,70
Zigzachs,https://www.pokewiki.de/Zigzachs,263,3. Generation‍,Braun,Zigzagoon,1.000.000,50% ♂ 50% ♀,"0,4 m",Normal,"17,5 kg",30,60,38,30,41,41
Geradaks,https://www.pokewiki.de/Geradaks,264,3. Generation‍,Weiß,Linoone,1.000.000,50% ♂ 50% ♀,"0,5 m",Normal,"32,5 kg",70,100,78,50,61,61
Waumpel,https://www.pokewiki.de/Waumpel,265,3. Generation‍,Rot,Wurmple,1.000.000,50% ♂ 50% ♀,"0,3 m",Käfer,"3,6 kg",45,20,45,20,30,35
Schaloko,https://www.pokewiki.de/Schaloko,266,3. Generation‍,Weiß,Silcoon,1.000.000,50% ♂ 50% ♀,"0,6 m",Käfer,"10,0 kg",35,15,50,25,25,55
Papinella,https://www.pokewiki.de/Papinella,267,3. Generation‍,Gelb,Beautifly,1.000.000,50% ♂ 50% ♀,"1,0 m",Käfer Flug,"28,4 kg",70,65,60,100,50,50
Panekon,https://www.pokewiki.de/Panekon,268,3. Generation‍,Violett,Cascoon,1.000.000,50% ♂ 50% ♀,"0,7 m",Käfer,"11,5 kg",35,15,50,25,25,55
Pudox,https://www.pokewiki.de/Pudox,269,3. Generation‍,Grün,Dustox,1.000.000,50% ♂ 50% ♀,"1,2 m",Käfer Gift,"31,6 kg",50,65,60,50,90,70
Loturzel,https://www.pokewiki.de/Loturzel,270,3. Generation‍,Grün,Lotad,1.059.860,50% ♂ 50% ♀,"0,5 m",Wasser Pflanze,"2,6 kg",30,30,40,40,50,30
Lombrero,https://www.pokewiki.de/Lombrero,271,3. Generation‍,Grün,Lombre,1.059.860,50% ♂ 50% ♀,"1,2 m",Wasser Pflanze,"32,5 kg",50,50,60,60,70,50
Kappalores,https://www.pokewiki.de/Kappalores,272,3. Generation‍,Grün,Ludicolo,1.059.860,50% ♂ 50% ♀,"1,5 m",Wasser Pflanze,"55,0 kg",70,70,80,90,100,70
Samurzel,https://www.pokewiki.de/Samurzel,273,3. Generation‍,Braun,Seedot,1.059.860,50% ♂ 50% ♀,"0,5 m",Pflanze,"4,0 kg",40,30,40,30,30,50
Blanas,https://www.pokewiki.de/Blanas,274,3. Generation‍,Braun,Nuzleaf,1.059.860,50% ♂ 50% ♀,"1,0 m",Pflanze Unlicht,"28,0 kg",70,60,70,60,40,40
Tengulist,https://www.pokewiki.de/Tengulist,275,3. Generation‍,Braun,Shiftry,1.059.860,50% ♂ 50% ♀,"1,3 m",Pflanze Unlicht,"59,6 kg",100,80,90,90,60,60
Schwalbini,https://www.pokewiki.de/Schwalbini,276,3. Generation‍,Blau,Taillow,1.059.860,50% ♂ 50% ♀,"0,3 m",Normal Flug,"2,3 kg",55,85,40,30,30,30
Schwalboss,https://www.pokewiki.de/Schwalboss,277,3. Generation‍,Blau,Swellow,1.059.860,50% ♂ 50% ♀,"0,7 m",Normal Flug,"19,8 kg",85,125,60,75,50,60
Wingull,https://www.pokewiki.de/Wingull,278,3. Generation‍,Weiß,Wingull,1.000.000,50% ♂ 50% ♀,"0,6 m",Wasser Flug,"9,5 kg",30,85,40,55,30,30
Pelipper,https://www.pokewiki.de/Pelipper,279,3. Generation‍,Gelb,Pelipper,1.000.000,50% ♂ 50% ♀,"1,2 m",Wasser Flug,"28,0 kg",50,65,60,95,70,100
Trasla,https://www.pokewiki.de/Trasla,280,3. Generation‍,Weiß,Ralts,1.250.000,50% ♂ 50% ♀,"0,4 m",Psycho Fee,"6,6 kg",25,40,28,45,35,25
Kirlia,https://www.pokewiki.de/Kirlia,281,3. Generation‍,Weiß,Kirlia,1.250.000,50% ♂ 50% ♀,"0,8 m",Psycho Fee,"20,2 kg",35,50,38,65,55,35
