german,path,rn,generation,color,english,ep_to_100,gender,size,types,weight,attack,speed,hp,attack_special,defense_special,defense
Ramoth,https://www.pokewiki.de/Ramoth,637,5. Generation‍,Weiß,Volcarona,1.250.000,50% ♂ 50 ♀,"1,6 m",Käfer Feuer,"46,0 kg",60,100,85,135,105,65
Kobalium,https://www.pokewiki.de/Kobalium,638,5. Generation‍,Blau,Cobalion,1.250.000,—,"2,1 m",Stahl Kampf,"250,0 kg",90,108,91,90,72,129
Terrakium,https://www.pokewiki.de/Terrakium,639,5. Generation‍,Grau,Terrakion,1.250.000,—,"1,9 m",Gestein Kampf,"260,0 kg",129,108,91,72,90,90
Viridium,https://www.pokewiki.de/Viridium,640,5. Generation‍,Grün,Virizion,1.250.000,—,"2,0 m",Pflanze Kampf,"200,0 kg",90,108,91,90,129,72
Boreos,https://www.pokewiki.de/Boreos,641,5. Generation‍,Grün,Tornadus,1.250.000,100% ♂,"1,5 m (Inkarnationsform)1,4 m (Tiergeistform)",Flug,"63,0 kg",115,111,79,125,80,70
Voltolos,https://www.pokewiki.de/Voltolos,642,5. Generation‍,Blau,Thundurus,1.250.000,100% ♂,"1,5 m (Inkarnationsform) 3,0 m (Tiergeistform)",Elektro Flug,"61,0 kg",115,111,79,125,80,70
Reshiram,https://www.pokewiki.de/Reshiram,643,5. Generation‍,Weiß,Reshiram,1.250.000,—,"3,2 m",Drache Feuer,"330,0 kg",120,90,100,150,120,100
Zekrom,https://www.pokewiki.de/Zekrom,644,5. Generation‍,Schwarz,Zekrom,1.250.000,—,"2,9 m",Drache Elektro,"345,0 kg",150,90,100,120,100,120
Demeteros,https://www.pokewiki.de/Demeteros,645,5. Generation‍,Braun,Landorus,1.250.000,100% ♂,"1,5 m (Inkarnationsform) 1,3 m (Tiergeistform)",Boden Flug,"68,0 kg",125,101,89,115,80,90
Kyurem,https://www.pokewiki.de/Kyurem,646,5. Generation‍,Grau,Kyurem,1.250.000,—,"3,0 m3,3 m (Schwarzes Kyurem)3,6 m (Weißes Kyurem)",Drache Eis,"325,0 kg",130,95,125,130,90,90
Keldeo,https://www.pokewiki.de/Keldeo,647,5. Generation‍,Gelb,Keldeo,1.250.000,—,"1,4 m",Wasser Kampf,"48,5 kg",72,108,91,129,90,90
Meloetta,https://www.pokewiki.de/Meloetta,648,5. Generation‍,Weiß,Meloetta,1.250.000,—,"0,6 m",Normal Psycho (Gesangsform)Normal Kampf (Tanzform),"6,5 kg",77,90,100,128,128,77
Genesect,https://www.pokewiki.de/Genesect,649,5. Generation‍,Violett,Genesect,1.250.000,—,"1,5 m",Käfer Stahl,"82,5 kg",120,99,71,120,95,95
