german,path,rn,generation,color,english,ep_to_100,gender,size,types,weight,attack,speed,hp,attack_special,defense_special,defense
Kabuto,https://www.pokewiki.de/Kabuto,140,1. Generation‍,Braun,Kabuto,1.000.000,"87,5% ♂ 12,5% ♀","0,5 m",Gestein Wasser,"11,5 kg",80,55,30,55,45,90
Kabutops,https://www.pokewiki.de/Kabutops,141,1. Generation‍,Braun,Kabutops,1.000.000,"87,5% ♂ 12,5% ♀","1,3 m",Gestein Wasser,"40,5 kg",115,80,60,65,70,105
Aerodactyl,https://www.pokewiki.de/Aerodactyl,142,1. Generation‍,Violett,Aerodactyl,1.250.000,"87,5% ♂ 12,5% ♀","1,8 m 2,1 m (Mega)",Gestein Flug,"59,0 kg 79,0 kg (Mega)",105,130,80,60,75,65
Relaxo,https://www.pokewiki.de/Relaxo,143,1. Generation‍,Schwarz,Snorlax,1.250.000,"87,5% ♂ 12,5% ♀","2,1 m",Normal,"460,0 kg",110,30,160,65,110,65
Arktos,https://www.pokewiki.de/Arktos,144,1. Generation‍,Blau,Articuno,1.250.000,—,"1,7 m",Eis Flug,"55,4 kg",85,85,90,95,125,100
Zapdos,https://www.pokewiki.de/Zapdos,145,1. Generation‍,Gelb,Zapdos,1.250.000,—,"1,6 m",Elektro Flug,"52,6 kg",90,100,90,125,90,85
Lavados,https://www.pokewiki.de/Lavados,146,1. Generation‍,Gelb,Moltres,1.250.000,—,"2,0 m",Feuer Flug,"60,0 kg",100,90,90,125,85,90
Dratini,https://www.pokewiki.de/Dratini,147,1. Generation‍,Blau,Dratini,1.250.000,50% ♂ 50% ♀,"1,8 m",Drache,"3,3 kg",64,50,41,50,50,45
Dragonir,https://www.pokewiki.de/Dragonir,148,1. Generation‍,Blau,Dragonair,1.250.000,50% ♂ 50% ♀,"4,0 m",Drache,"16,5 kg",84,70,61,70,70,65
Dragoran,https://www.pokewiki.de/Dragoran,149,1. Generation‍,Braun,Dragonite,1.250.000,50% ♂ 50% ♀,"2,2 m",Drache Flug,"210,0 kg",134,80,91,100,100,95
Mewtu,https://www.pokewiki.de/Mewtu,150,1. Generation‍,Violett,Mewtwo,1.250.000,—,"2,0 m 2,3 m (Mega X)1,5 m (Mega Y)",Psycho   Psycho Kampf (Mega X),"122,0 kg 127,0 kg (Mega X)33,0 kg (Mega Y)",110,130,106,154,90,90
Mew,https://www.pokewiki.de/Mew,151,1. Generation‍,Rosa,Mew,1.059.860,—,"0,4 m",Psycho,"4,0 kg",100,100,100,100,100,100
